State,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
A & N Islands,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
A & N Islands,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
A & N Islands,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
A & N Islands,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
A & N Islands,14.05,Number of RKS meetings held during the month,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
A & N Islands,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
A & N Islands,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated
A & N Islands,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.10.2.a,Number of death cases of Inpatient males,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.10.2.b,Number of death cases of Inpatient females,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.11,In-Patient Head Count at midnight,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.12.1,OPD attendance (All),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.14.a,Number of patients given AYUSH treatment,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,14.14.c,Number of Adolescents counselled,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.2,Number of Widal tests conducted,Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.3.a,Number of VDRL tests conducted on males,Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.4.1,Number of blood smears examined for Malaria,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.1,Stock position of DPT vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.1,Stock position of DPT vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.1,Stock position of DPT vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.1,Stock position of DPT vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.1A,Stock Position of Pentavalent,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.1A,Stock Position of Pentavalent,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.2,Stock position of OPV vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.2,Stock position of OPV vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.2,Stock position of OPV vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.2,Stock position of OPV vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.3,Stock position of TT vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.3,Stock position of TT vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.3,Stock position of TT vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.3,Stock position of TT vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.4,Stock position of DT vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.4,Stock position of DT vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.4,Stock position of DT vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.4,Stock position of DT vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.5,Stock position of BCG vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.5,Stock position of BCG vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.5,Stock position of BCG vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.5,Stock position of BCG vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.6,Stock position of Measles vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.6,Stock position of Measles vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.6,Stock position of Measles vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.6,Stock position of Measles vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.7,Stock position of JE vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.7,Stock position of JE vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.7,Stock position of JE vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.02,Stock Position of Gloves,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.02,Stock Position of Gloves,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.02,Stock Position of Gloves,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.02,Stock Position of Gloves,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.03,Stock Position of MVA Syringes,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.07,Stock Position of IFA Tablets,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.07,Stock Position of IFA Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.10,Stock Position of Vitamin A solution,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.10,Stock Position of Vitamin A solution,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.11,Stock of ORS (New WHO formulation),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.11,Stock of ORS (New WHO formulation),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.11,Stock of ORS (New WHO formulation),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A & N Islands,16.3.11,Stock of ORS (New WHO formulation),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,16.4.1,Stock Position of 0.1 ml Syringes(AD),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
